PERMNO,HTICK,HCOMNAM,HTSYMBOL,CUSIP,BEGDAT,ENDDAT
89455,RUSHA,RUSH ENTERPRISES INC,RUSHA,78184620,2002-07-10,2024-12-31
89456,LYTS,L S I INDUSTRIES INC,LYTS,50216C10,1985-03-12,2024-12-31
89457,,ALLIED DOMECQ PLC,AED,01912120,2002-07-31,2005-07-22
89458,,AMREIT,AMY,03215810,2002-07-23,2008-12-19
89459,BLE,BLACKROCK MUNICIPAL INCOME TR II,BLE,09249N10,2002-07-26,2024-12-31
89460,,BLACKROCK N Y MUN INC TR II,BFY,09249R10,2002-07-26,2021-04-09
89461,,BLACKROCK CALIF MUN INC TR II,BCL,09249S10,2002-07-26,2010-01-29
89462,CAE,C A E INC,CAE,12476510,2002-07-29,2024-12-31
89463,,C I T GROUP INC NEW,CIT,12558110,2002-07-02,2009-11-02
89464,,LA DELITE LTD,CREM,50283110,1985-12-11,1987-03-31
89466,,HELIOS STRATEGIC MORTG INC FD IN,HSM,42327M10,2002-07-24,2012-03-30
89467,LQD,ISHARES TRUST,LQD,46428724,2002-07-26,2024-12-31
89468,TLT,ISHARES TRUST,TLT,46428743,2002-07-26,2024-12-31
89469,IEF,ISHARES TRUST,IEF,46428744,2002-07-26,2024-12-31
89470,SHY,ISHARES TRUST,SHY,46428745,2002-07-26,2024-12-31
89471,,LEAPFROG ENTERPRISES INC,LF,52186N10,2002-07-25,2016-04-04
89472,,PACIFIC ENERGY PARTNERS L P,PPX,69422R10,2002-07-23,2006-11-15
89474,,L M P REAL ESTATE INCOME FD INC,RIT,50208C10,2002-07-26,2016-06-06
89475,SNY,SANOFI,SNY,80105N10,2002-07-01,2024-12-31
89476,,INTERNET INFRASTRUCTURE HOLDRS,IIH,46059V10,2000-02-25,2011-12-23
89477,,INTERNET ARCHITECTURE HOLDRS TR,IAH,46060A10,2000-02-25,2011-12-23
89478,,INTERNET HOLDRS TRUST,HHH,46059W10,1999-09-23,2011-12-23
89479,,PHARMACEUTICAL HOLDRS TRUST,PPH,71712A20,2000-02-01,2011-12-20
89480,,TELECOM HOLDRS TRUST,TTH,87927P20,2000-02-01,2011-12-23
89481,,VANTAGESOUTH BANCSHARES INC,VSB,92209W10,2002-08-21,2014-07-03
89482,BANC,BANC OF CALIFORNIA INC,BANC,05990K10,2002-08-23,2024-12-31
89483,,JAMES MONROE BANCORP INC,JMBI,47033810,2002-08-27,2006-07-17
89484,,MONARCH COMMUNITY BANCORP INC,MCBF,60904510,2002-08-30,2012-09-18
89485,,PSYCHIATRIC SOLUTIONS INC,PSYS,74439H10,2002-08-06,2010-11-15
89486,,TEXAS UNITED BANCSHARES INC,TXUI,88283810,2002-08-01,2007-01-31
89488,,COHEN & STEERS PREM INC RLTY FD,RPF,19247V10,2002-08-28,2009-12-18
89489,EIM,EATON VANCE MUNICIPAL BD FD,EIM,27827X10,2002-08-28,2024-12-31
89490,ENX,EATON VANCE NY MUNICIPAL BD FD,ENX,27827Y10,2002-08-28,2024-12-31
89491,EVM,EATON VANCE CA MUNICIPAL BD FD,EVM,27828A10,2002-08-28,2024-12-31
89492,HPI,HANCOCK JOHN PFD INCOME FD,HPI,41013W10,2002-08-23,2024-12-31
89493,,N I S GROUP CO LTD,NIS,65465510,2002-08-02,2008-08-01
89495,,TRAVELERS PPTY CASUALTY CORP NEW,TAPB,89420G40,2002-08-21,2004-04-01
89496,,WINDROSE MEDICAL PPTYS TR,WRS,97349110,2002-08-16,2006-12-19
89497,,ARBITRON INC,ARB,03875Q10,2001-04-02,2013-09-27
89498,,BANK MCKENNEY VA,BOMK,06355410,2002-09-26,2009-12-17
89499,,LANCER CORP TX,LAN,51461410,1985-06-11,2006-02-01
89500,,ENSTAR GROUP INC GA,ESGR,29358R10,2002-09-30,2007-01-31
89501,,LANDSING INSTITUTIONAL PPTS TR V,LANVS,51509110,1985-04-22,1988-11-25
89502,,GEN PROBE INC NEW,GPRO,36866T10,2002-09-16,2012-07-31
89503,,MOUNTAINBANK FINANCIAL CORP,MBFC,62451E10,2002-09-30,2003-10-03
89504,,NORTH BAY BANCORP,NBAN,65747710,2002-09-03,2007-04-26
89505,ATHE,ALTERITY THERAPEUTICS LTD,ATHE,02155X20,2002-09-05,2024-12-31
89506,SAIA,SAIA INC,SAIA,78709Y10,2002-10-01,2024-12-31
89507,,SONDE RESOURCES CORP,SOQ,83542620,2002-09-04,2014-11-17
89508,KMX,CARMAX INC,KMX,14313010,2002-10-01,2024-12-31
89509,,CIMAREX ENERGY CO,XEC,17179810,2002-10-01,2021-09-30
89510,,KONAMI CORP,KNM,50046R10,2002-09-30,2015-04-23
89511,,NEUBERGER BERMAN CA MUNI FD INC,NBW,64123C10,2002-09-25,2023-10-20
89512,,NEUBERGER BERMAN NY MUNI FD INC,NBO,64124K10,2002-09-25,2023-10-20
89513,NBH,NEUBERGER BERMAN MUNI FD INC,NBH,64124P10,2002-09-25,2024-12-31
89514,,NUVEEN CONN DIV ADV MUNI FD 3,NGO,67071Y10,2002-09-26,2012-07-06
89515,,NUVEEN MD DIV ADV MUNI FD 3,NWI,67072A10,2002-09-26,2012-08-03
89516,,NUVEEN GA QUALITY MUNI INCOME FD,NKG,67072B10,2002-09-26,2023-04-14
89517,,NUVEEN PFD & INC SECURITIES FD,JPS,67072C10,2002-09-24,2023-11-03
89518,,NUVEEN NC DIV ADV MUNI FD 3,NII,67072D10,2002-09-26,2012-07-06
89519,,NUVEEN AZ DIV ADV MUNI FD 3,NXE,67072E10,2002-09-26,2013-04-05
89520,,LANDSING INSTITUTIONAL PPTS TR 6,LNVIS,51509210,1985-05-24,1988-11-25
89521,,UNITED FINANCIAL MORTGAGE CORP,UFMC,91030330,2002-09-09,2005-12-01
89522,,ATLANTIC LIBERTY FINANCIAL CORP,ALFC,04866810,2002-10-23,2006-06-30
89523,,AVALON DIGITAL MARKETING SYS INC,AVLNE,05343V10,2002-10-01,2003-07-15
89524,,CENTER FINANCIAL CORP,CLFC,15146E10,2002-10-29,2011-11-30
89525,CMCSA,COMCAST CORP NEW,CMCSA,20030N10,2002-11-19,2024-12-31
89526,,FIRST NATIONAL BANCSHARES INC FL,FBMT,32110J10,2002-10-01,2006-04-13
89527,,GREEN BANKSHARES INC,GRNB,39436120,2002-10-01,2012-09-19
89528,,I T C DELTACOM INC,ITCD,45031T87,2002-10-30,2006-07-26
89529,,JACKSONVILLE BANCORP INC FL,JAXB,46924920,2002-10-23,2016-03-11
89530,,TAYLOR CAPITAL GROUP INC,TAYC,87685110,2002-10-16,2014-08-15
89531,,TIERONE CORP,TONE,88650R10,2002-10-02,2010-05-06
89532,,U S I HOLDINGS CORP,USIH,90333H10,2002-10-22,2007-05-04
89533,WYNN,WYNN RESORTS LTD,WYNN,98313410,2002-10-25,2024-12-31
89534,BYM,BLACKROCK INSURED MUN INC TR,BYM,09247910,2002-10-29,2024-12-31
89535,,BLACKROCK CA INSD MUN INCOME TR,BCK,09248410,2002-10-29,2010-01-29
89536,,LASERCAD REPROGRAPHICS LTD,LSCD,51807510,1985-10-18,1986-07-08
89537,,BLACKROCK NY MUNI INC QUALITY TR,BSE,09249U10,2002-10-29,2021-04-09
89538,,BLACKROCK MUNI INC INV QLTY TR,BAF,09250G10,2002-10-29,2021-03-05
89539,,COCA COLA HELLENIC BOT CO S A,OCCH,1912EP10,2002-10-10,2013-06-05
89540,DKS,DICKS SPORTING GOODS INC,DKS,25339310,2002-10-16,2024-12-31
89541,,ENBRIDGE ENERGY MGMT L L C,EEQ,29250X10,2002-10-11,2018-12-19
89542,,FIRST AMERICAN MN MUN INC FD II,MXN,31849P10,2002-10-31,2014-10-03
89543,SPEU,SPDR INDEX SHARES FUNDS,SPEU,78463X10,2002-10-21,2024-12-31
89544,,LEASE PUR CORP,LEAP,52205C10,1985-08-20,1987-10-09
89545,FEZ,SPDR INDEX SHARES FUNDS,FEZ,78463X20,2002-10-21,2024-12-31
89546,NGS,NATURAL GAS SERVICES GROUP INC,NGS,63886Q10,2002-10-22,2024-12-31
89547,NRP,NATURAL RESOURCE PARTNERS L P,NRP,63900P60,2002-10-11,2024-12-31
89548,,DRIVE SHACK INC,DS,26207710,2002-10-10,2022-12-30
89549,,OVERHILL FARMS INC,OFI,69021210,2002-11-01,2013-08-09
89550,PMX,PIMCO MUNICIPAL INCOME FD III,PMX,72201A10,2002-10-29,2024-12-31
89551,PZC,PIMCO CA MUNICIPAL INCOME FD III,PZC,72201C10,2002-10-29,2024-12-31
89552,,LEINER P NUTRITIONAL PRODS CORP,,52536910,1984-09-13,1992-05-01
89553,PYN,PIMCO NY MUNICIPAL INCOME FD III,PYN,72201E10,2002-10-29,2024-12-31
89554,,D W S RREEF REAL ESTATE FD INC,SRQ,23338410,2002-10-29,2010-06-11
89555,,V I GROUP PLC,GVI,92554H10,2002-10-28,2004-04-29
89556,,MEREDITH ENTERPRISES INC,MPQ,58943910,2002-10-31,2005-11-02
89557,,MONTPELIER RES HOLDINGS LTD,MRH,G6218510,2002-10-10,2015-07-31
89558,,PLATINUM UNDERWRITERS HLDGS LTD,PTP,G7127P10,2002-10-29,2015-03-02
89559,,ABLE LABORATORIES INC,ABRXQ,00371N40,2002-11-19,2005-07-27
89560,,INVESCO BLDRS INDEX FDS TRUST,ADRA,46090C10,2002-11-13,2020-02-13
89561,,INVESCO BLDRS INDEX FDS TRUST,ADRD,46090C20,2002-11-13,2020-02-13
89562,,INVESCO BLDRS INDEX FDS TRUST,ADRE,46090C30,2002-11-13,2023-03-30
89563,,INVESCO BLDRS INDEX FDS TRUST,ADRU,46090C40,2002-11-13,2020-02-13
89564,,BARAN GROUP LTD,BRAN,M1895510,2002-11-15,2004-07-08
89565,,COMCAST CORP NEW,CMCSK,20030N20,2002-11-19,2015-12-11
89566,,CONSTAR INTERNATIONAL INC NEW,CNST,21036U10,2002-11-15,2009-01-07
89567,,COSI INC,COSI,22122P20,2002-11-22,2016-10-07
89568,,HARRINGTON WEST FINANCIAL GRP IN,HWFG,41383L10,2002-11-06,2009-12-04
89569,,IMPAC MEDICAL SYSTEMS INC,IMPC,45255A10,2002-11-20,2005-04-04
89570,MMLP,MARTIN MIDSTREAM PARTNERS LP,MMLP,57333110,2002-11-01,2024-12-31
89571,,ON TRACK INNOVATIONS LTD,OTIV,M8791A10,2002-11-12,2019-10-30
89572,CEVA,CEVA INC,CEVA,15721010,2002-11-01,2024-12-31
89573,PKBK,PARKE BANCORP INC,PKBK,70088510,2002-11-21,2024-12-31
89574,PRAA,P R A GROUP INC,PRAA,69354N10,2002-11-08,2024-12-31
89575,SAFT,SAFETY INSURANCE GROUP INC,SAFT,78648T10,2002-11-22,2024-12-31
89576,VBFC,VILLAGE BANK AND TRUST FINL CORP,VBFC,92705T20,2002-11-12,2024-12-31
89577,,S I INTERNATIONAL INC,SINT,78427V10,2002-11-12,2008-12-29
89578,,SOMERSET HILLS BANCORP,SOMH,83472810,2002-11-14,2013-05-31
89579,,LIBERTY AMERICAN CORP,LACO,53016010,1985-12-24,1987-06-15
89580,,A E W REAL ESTATE INCOME FD,RIF,00104H10,2002-11-26,2007-04-09
89581,,CHINA TELECOM CORP LTD,CHA,16942610,2002-11-14,2021-01-08
89582,,E T F ADVISORS TR,TFT,26922E10,2002-11-01,2003-05-21
89583,,E T F ADVISORS TR,TOU,26922E20,2002-11-01,2003-05-21
89584,,E T F ADVISORS TR,TFI,26922E30,2002-11-01,2003-05-21
89585,,E T F ADVISORS TR,TTE,26922E40,2002-11-01,2003-05-21
89586,,EATON VANCE MUNICIPAL BD FD II,EIV,27827K10,2002-11-26,2019-03-22
89587,,LIBERTY HOMES INC,LIBHA,53058220,1985-06-21,2004-05-21
89588,,EATON VANCE CA MUNI BD FD II,EIA,27828C10,2002-11-26,2018-12-14
89589,,EATON VANCE INS FL PL MUN BND FD,EIF,27828E10,2002-11-26,2008-12-15
89590,,EATON VANCE MA MUNICIPAL BD FD,MAB,27828K10,2002-11-26,2018-12-14
89591,,EATON VANCE OH MUNICIPAL BD FD,EIO,27828L10,2002-11-26,2019-01-18
89592,,EATON VANCE MI MUNICIPAL BD FD,MIW,27828M10,2002-11-26,2018-12-14
89593,,EATON VANCE NJ MUNICIPAL BD FD,EMJ,27828R10,2002-11-26,2019-01-18
89594,,EATON VANCE NY MUNI BOND FD II,NYH,27828T10,2002-11-26,2018-12-14
89595,,LIBERTY HOMES INC,LIBHB,53058230,1985-04-26,2004-05-21
89596,,EATON VANCE PA MUNICIPAL BD FD,EIP,27828W10,2002-11-26,2019-01-18
89597,FSI,FLEXIBLE SOLUTIONS INTL INC,FSI,33938T10,2002-11-18,2024-12-31
89598,HPF,JOHN HANCOCK PREFERRED INC FD II,HPF,41013X10,2002-11-26,2024-12-31
89599,,DENALI FUND INC,DNY,24823A10,2002-11-26,2015-03-20
89600,NKX,NUVEEN CA AMT FREE QU MUN INC FD,NKX,67065110,2002-11-22,2024-12-31
89601,,NUVEEN INS FL TX FR ADV MUN FD,NWF,67065510,2002-11-22,2009-10-16
89602,NRK,NUVEEN NY AMT FREE QU MUN INC FD,NRK,67065610,2002-11-22,2024-12-31
89603,NEA,NUVEEN AMT FREE QLTY MUNI INC FD,NEA,67065710,2002-11-22,2024-12-31
89604,,NUVEEN MA AMT FREE MUNI INC FD,NGX,67072F10,2002-11-22,2014-06-06
89605,,PRIMEWEST ENERGY TRUST,PWI,74193030,2002-11-19,2008-01-16
89606,SWBI,SMITH & WESSON BRANDS INC,SWBI,83175410,2002-11-29,2024-12-31
89607,,WELLCHOICE INC,WC,94947510,2002-11-08,2005-12-28
89608,,LIVE ENTERTAINMENT INC,LIVE,53803240,1984-11-14,1997-07-10
89609,,M G C DIAGNOSTICS CORP,MGCD,55276810,2002-12-06,2017-12-28
89610,,PENNANT RESOURCES LTD,PENRF,70806110,1982-11-01,1987-11-20
89611,ACTG,ACACIA RESEARCH CORP,ACTG,00388130,2002-12-16,2024-12-31
89612,,BANK OF FLORIDA CORP NAPLES,BOFL,06212810,2002-12-30,2010-05-28
89613,,ACACIA RESEARCH CORP,CBMX,00388120,2002-12-16,2007-08-14
89614,,COMMERCIAL CAPITAL BANCORP INC,CCBI,20162L10,2002-12-19,2006-09-29
89615,,CAROLINA BANK HOLDINGS INC,CLBH,14378510,2002-12-18,2017-03-03
89616,,LINCOLN LOGS LTD,LLOG,53378830,1984-09-12,1993-02-04
89617,EQIX,EQUINIX INC,EQIX,29444U70,2002-12-31,2024-12-31
89618,GLNG,GOLAR L N G LTD,GLNG,G9456A10,2002-12-12,2024-12-31
89619,,NASPERS LTD,NPSN,63151210,2002-12-23,2007-06-07
89620,,OHIO LEGACY CORP,OLCB,67739920,2002-12-19,2012-10-05
89621,,TELIASONERA A B,TLSN,87960M10,2002-12-10,2004-08-06
89622,,VISTACARE INC,VSTA,92839Y10,2002-12-18,2008-03-06
89623,,WILTEL COMMUNICATIONS GROUP INC,WTEL,97248710,2002-12-05,2003-11-06
89624,,LINEAR FILMS INC,LNER,53566910,1985-11-07,1988-07-06
89625,,ENLINK MIDSTREAM PARTNERS LP,ENLK,29336U10,2002-12-12,2019-01-25
89626,CME,C M E GROUP INC,CME,12572Q10,2002-12-06,2024-12-31
89627,,FAIRFAX FINL HOLDINGS LTD,FFH,30390110,2002-12-18,2009-12-09
89628,,FEDERATED PREMIER INT MUN INC FD,FPT,31423M10,2002-12-20,2017-11-17
89629,FMN,FEDERATED HERMES PREM MUN INC FD,FMN,31423P10,2002-12-20,2024-12-31
89630,IAG,IAMGOLD CORP,IAG,45091310,2002-12-02,2024-12-31
89631,,ISOLAGEN INC,ILE,46488N10,2002-12-11,2009-05-06
89632,,LIVING WELL INC,WELLE,53840510,1984-09-18,1988-05-26
89634,,NUVEEN QUALITY PFD INCOME FD 3,JHP,67072W10,2002-12-19,2016-05-06
89635,PTY,PIMCO CORPORATE & INCOME OPP FD,PTY,72201B10,2002-12-24,2024-12-31
89636,,PLAINS EXPLORATION & PROD CO,PXP,72650510,2002-12-19,2013-05-30
89637,TS,TENARIS S A,TS,88031M10,2002-12-16,2024-12-31
89638,,TEXAS GENCO HOLDINGS INC,TGN,88244310,2003-01-07,2004-12-14
89639,,W M C RESOURCES LTD,WMC,92928R10,2002-12-18,2005-06-24
89640,,WHEATON RIVER MINERALS LTD,WHT,96290210,2002-12-11,2005-04-15
89641,STX,SEAGATE TECHNOLOGY HOLDINGS PLC,STX,G7997R10,2002-12-11,2024-12-31
89642,,BRIDGE CAPITAL HOLDINGS,BBNK,10803010,2003-01-27,2015-06-30
89643,FCCO,FIRST COMMUNITY CORP SC,FCCO,31983510,2003-01-15,2024-12-31
89644,,VIRGIN MEDIA INC,VMED,92769L10,2003-01-13,2013-06-07
89645,,BRIDGE STREET FINANCIAL INC,OCNB,10805U10,2003-01-06,2006-10-06
89646,,AMERICA FIRST APT INV INC,APRO,02363X10,2003-01-02,2007-09-18
89647,,BROOKFIELD HOMES CORP,BHS,11272310,2003-01-07,2011-03-31
89648,EGO,ELDORADO GOLD CORP NEW,EGO,28490250,2003-01-23,2024-12-31
89649,FFC,FLAHERTY & CRUMRINE PFD INC SECS,FFC,33847810,2003-01-29,2024-12-31
89650,,I TRAX INC,DMX,45069D20,2003-01-15,2008-04-30
89651,,LODGIAN INC,LGN,54021P40,2003-01-28,2010-04-19
89652,,MINEFINDERS CORP LTD,MFN,60290010,2003-01-21,2012-03-30
89653,PFS,PROVIDENT FINANCIAL SVCS INC,PFS,74386T10,2003-01-16,2024-12-31
89654,,SOUND FEDERAL BANCORP INC,SFFS,83607V10,2003-01-07,2006-07-14
89655,NVEC,N V E CORP,NVEC,62944520,2003-01-22,2024-12-31
89659,,LO JACK CORP,LOJN,53945110,1985-08-23,2016-03-18
89667,,LOAN AMERICA FINANCIAL CORP,LAFCB,53945610,1985-01-03,1994-09-30
89675,,LONE STAR TECHNOLOGIES INC,LSS,54231210,1985-05-31,2007-06-14
89678,,ACTIVIDENTITY CORP,ACTI,00506P10,2003-02-04,2010-12-16
89679,,BOARDWALK BANCORP INC,BORD,09661Q10,2003-02-11,2008-01-31
89680,,DADE BEHRING HOLDINGS INC,DADE,23342J20,2003-02-27,2007-11-06
89681,,INFINITY PROPERTY & CASUALTY COR,IPCC,45665Q10,2003-02-12,2018-07-02
89682,,KOMAG INC,KOMG,50045320,2003-02-25,2007-09-05
89683,,LOPAT INDUSTRY INC,LPATC,54352910,1985-09-20,1987-11-24
89684,,ACCREDITED HOME LENDERS HLDG CO,LEND,00437P10,2003-02-14,2007-10-12
89685,,N I I HOLDINGS INC,NIHD,62913F20,2003-02-28,2014-09-24
89686,,WARNACO GROUP INC,WRC,93439040,2003-02-05,2013-02-13
89687,,BLACKROCK CREDIT ALL INC TR III,BPP,09249V10,2003-02-26,2012-12-07
89688,EAD,ALLSPRING INC OPP FUND,EAD,94987B10,2003-02-26,2024-12-31
89689,,FORDING CANADIAN COAL TRUST,FDG,34542510,2003-03-10,2008-10-27
89690,EZA,ISHARES INC,EZA,46428678,2003-02-07,2024-12-31
89691,,LORAIN TELECOM CORP,LTEL,54377010,1985-04-24,1987-05-12
89692,KGC,KINROSS GOLD CORP,KGC,49690240,2003-02-03,2024-12-31
89693,,WESTERN SILVER CORP,WTZ,95953110,2003-02-05,2006-05-03
89694,,ENDURANCE SPECIALTY HOLDINGS LTD,ENH,G3039710,2003-02-28,2017-03-28
89695,DMLP,DORCHESTER MINERALS LP,DMLP,25820R10,2003-02-03,2024-12-31
89696,,U P M KYMMENE CORP,UPM,91543610,1999-06-29,2007-12-05
89697,,FIRST SHARES BANCORP INC,FBGI,33640Q10,2003-03-24,2004-07-30
89698,HSON,HUDSON GLOBAL INC,HSON,44378720,2003-04-01,2024-12-31
89699,,MOD PAC CORP,MPAC,60749510,2003-03-14,2013-09-30
89700,,METAL MANAGEMENT INC,MM,59109720,2003-03-07,2008-03-14
89701,,WACCAMAW BANKSHARES INC,WBNK,92974110,2003-03-24,2011-11-22
89702,,WASHINGTON GROUP INTL INC,WNG,93886220,2003-03-06,2007-11-15
89704,IHG,INTERCONTINENTAL HOTELS GRP PLC,IHG,45857P80,2003-04-15,2024-12-31
89705,,INTERNATIONAL ABSORBENTS INC,IAX,45885E20,2003-03-21,2010-05-27
89706,,MITCHELLS & BUTLERS PLC,MLB,60668M20,2003-04-15,2005-07-19
89707,NCV,VIRTUS CONV & INCOME FUND,NCV,92838X10,2003-03-27,2024-12-31
89708,JPC,NUVEEN PFD & INCOME OPPTYS FUND,JPC,67073B10,2003-03-27,2024-12-31
89709,,BLACKROCK CREDIT ALL INC TR II,PSY,09255H10,2003-03-26,2012-12-07
89710,,TELKOM SA LTD,TKG,87960310,2003-03-04,2009-08-26
89712,,PREMIER BANCORP INC,PRBC,74090010,1985-01-11,1996-01-02
89713,,ALLSTREAM INC,ALLSA,02004C10,2003-04-01,2004-06-04
89714,,ALLSTREAM INC,ALLSB,02004C20,2003-04-01,2004-06-04
89715,,IMPERIAL SUGAR CO NEW,IPSU,45309620,2003-04-16,2012-06-21
89716,,ST JOSEPH CAPITAL CORP,SJOE,79059510,2003-04-01,2007-01-31
89726,AVK,ADVENT CONVERTIBLE & INCOME FD,AVK,00764C10,2003-04-30,2024-12-31
89727,,ARENA RESOURCES INC,ARD,04004910,2003-04-15,2010-07-16
89728,CUK,CARNIVAL PLC,CUK,14365C10,2003-04-21,2024-12-31
89729,,I B T BANCORP INC PA,IRW,44923F10,2003-04-01,2008-06-06
89730,EEM,ISHARES TRUST,EEM,46428723,2003-04-11,2024-12-31
89731,LENB,LENNAR CORP,LENB,52605730,2003-04-15,2024-12-31
89732,,NEUBERGER BERMAN RLTY INC FD INC,NRI,64126G10,2003-04-25,2008-03-07
89733,PHK,PIMCO HIGH INCOME FD,PHK,72201410,2003-04-25,2024-12-31
89734,,RYDEX E T F TRUST,RSP,78355W10,2003-04-30,2018-04-06
89735,,B F C FINANCIAL CORP,BFF,05538420,2003-05-05,2008-12-08
89736,HTLF,HEARTLAND FINANCIAL USA INC,HTLF,42234Q10,2003-05-15,2024-12-31
89737,,IPAYMENT INC,IPMT,46262E10,2003-05-12,2006-05-10
89738,,M B T FINANCIAL CORP,MBTF,57887710,2003-05-01,2019-08-30
89739,,LOW POWER TECHNOLOGY INC,LOPO,54750310,1985-06-07,1985-11-07
89740,,CENTRAL JERSEY BANCORP NJ,CJBK,15377010,2003-05-12,2010-11-30
89741,OPHC,OPTIMUMBANK HOLDINGS INC,OPHC,68401P40,2003-05-08,2024-12-31
89742,,YAK COMMUNICATIONS INC,YAKC,98420820,2003-05-06,2006-11-07
89743,,BROOKE CORP,BXXX,11250210,2003-05-29,2008-10-23
89744,CHY,CALAMOS CONVERTIBLE & HI INC FD,CHY,12811P10,2003-05-28,2024-12-31
89745,HYT,BLACKROCK CORP HI YLD FD VI INC,HYT,09255P10,2003-05-28,2024-12-31
89746,EVV,EATON VANCE LTD DURATION INC F,EVV,27828H10,2003-05-28,2024-12-31
89747,,LUSKINS INC,LUSK,55051710,1985-06-03,1990-05-04
89748,BMVP,INVESCO E T F TRUST,BMVP,46137V71,2003-05-01,2024-12-31
89749,,INVESCO E T F TRUST,DWAQ,46137V82,2003-05-01,2020-02-14
89750,,REDLINE PERFORMANCE PRODUCTS INC,RED,75763Q10,2003-05-16,2004-08-23
89751,,TETON ENERGY CORP,TEC,88162810,2003-05-06,2009-11-17
89752,,FIRST ADVANTAGE CORP,FADV,31845F10,2003-06-06,2009-11-17
89753,FORM,FORMFACTOR INC,FORM,34637510,2003-06-12,2024-12-31
89754,,FIRST WASHINGTON FINANCIAL CORP,FWFC,33748R10,2003-06-25,2004-12-31
89755,,M A R C INC,MARC,55291410,1985-01-29,1999-11-10
89756,,REMARK HOLDINGS INC,MARK,75955K30,2003-06-05,2024-02-13
89757,,SEARS HOLDINGS CORP,SHLD,81235010,2003-06-10,2018-10-23
89758,,N B & T FINANCIAL GROUP INC,NBTF,62874M10,2003-06-02,2015-03-06
89759,,AMERICAN FINANCIAL RLTY TRUST,AFR,02607P30,2003-06-25,2008-04-01
89760,,B H P GROUP PLC,BBL,05545E20,2003-06-25,2022-01-28
89761,,A T C VENTURES GROUP INC,ATC,00213J10,2003-06-19,2012-12-14
89763,,COMPUCOM SYSTEMS INC,CMPC,20478010,1985-09-19,2004-10-01
89764,ERC,ALLSPRING MULTI-SECTOR INC FD,ERC,94987D10,2003-06-25,2024-12-31
89765,,FIRST TRUST VALUE LINE 100 ETF,FVL,33735G10,2007-06-18,2020-12-11
89766,HPS,HANCOCK JOHN PFD INCOME FD III,HPS,41021P10,2003-06-17,2024-12-31
89767,,HOME SOLUTIONS OF AMERICA INC,HSOA,43735510,2003-06-12,2008-01-04
89768,,M P G OFFICE TRUST INC,MPG,55327410,2003-06-25,2013-10-15
89769,,METALS U S A INC,MUSA,59132420,2003-06-04,2005-11-30
89770,,MINDSPEED TECHNOLOGIES INC,MSPD,60268220,2003-06-30,2013-12-17
89771,,MACROCHEM CORP,MCHM,55590310,1985-08-14,2005-11-21
89772,,NEUBERGER BERMAN INC OPP FD INC,NOX,64126L10,2003-06-25,2010-08-06
89773,JQC,NUVEEN CREDIT STRATEGIES INC FD,JQC,67073D10,2003-06-26,2024-12-31
89775,,Q COMM INTERNATIONAL INC,QMM,74727M30,2003-06-25,2006-12-01
89776,,HELIOS HIGH INCOME FUND INC,HIH,42327X20,2003-06-25,2014-08-12
89777,BLW,BLACKROCK LTD DURATION INCOME TR,BLW,09249W10,2003-07-29,2024-12-31
89778,CHT,CHUNGHWA TELECOM CO LTD,CHT,17133Q50,2003-07-18,2024-12-31
89779,,F N X MINING COMPANY INC,FNX,30253R10,2003-07-17,2006-06-12
89780,NHS,NEUBERGER BERMAN HG YD STRAT FD,NHS,64128C10,2003-07-29,2024-12-31
89781,MOH,MOLINA HEALTHCARE INC,MOH,60855R10,2003-07-02,2024-12-31
89782,,BLACKROCK MUNI NY INTER DUR FUND,MNE,09255F10,2003-07-30,2020-06-15
89783,MUI,BLACKROCK MUNI INCOME FUND INC,MUI,09253X10,2003-07-30,2024-12-31
89784,NCZ,VIRTUS CONV & INCOME FUND II,NCZ,92838U10,2003-07-29,2024-12-31
89785,,PATH 1 NETWORK TECHNOLOGIES INC,PNO,70318620,2003-07-31,2006-06-22
89786,MHI,PIONEER MUNI HIGH INCOME FD INC,MHI,72376310,2003-07-18,2024-12-31
89787,,BLACKROCK CREDIT ALL INC TR I,PSW,09255J10,2003-07-30,2012-12-07
89788,EHI,WESTERN ASSET GLOBAL HIGH INC FD,EHI,95766B10,2003-07-29,2024-12-31
89789,AXS,AXIS CAPITAL HOLDINGS LTD,AXS,G0692U10,2003-07-01,2024-12-31
89790,,TELLURIAN INC,TELL,87968A10,1982-11-01,2024-10-08
89792,CVCO,CAVCO INDUSTRIES INC DEL,CVCO,14956810,2003-07-01,2024-12-31
89793,,D T S INC,DTSI,23335C10,2003-07-10,2016-12-01
89794,,EDUCATION LENDING GROUP INC,EDLG,28140A10,2003-07-25,2005-02-17
89795,,INTEGRATED ALARM SVCS GROUP INC,IASG,45890M10,2003-07-24,2007-04-02
89796,,IPASS INC,IPAS,46261V30,2003-07-24,2019-02-12
89797,,INTERVIDEO INC,IVII,46114Y10,2003-07-17,2006-12-11
89798,,JEFFERSON BANCSHARES INC TENN,JFBI,47237510,2003-07-02,2014-05-30
89799,,MONARCH FINANCIAL HOLDINGS INC,MNRK,60907Q10,2003-07-16,2016-06-24
89800,NTGR,NETGEAR INC,NTGR,64111Q10,2003-07-31,2024-12-31
89801,,PREMIERWEST BANCORP,PRWT,74092120,2003-07-31,2013-04-09
89802,,BRIGUS GOLD CORP,BRD,10949010,2003-08-26,2014-03-04
